id,title,rating,reviews,initial_price,final_price,stock,favorite,seller_name,breadcrumb,seller_rating,seller_products,seller_chats_responded_percentage,seller_chat_time_reply,seller_joined_date,seller_followers,sold,brand,gmv_cal,shipped_from,heel_height,material,toe_type,wide_fit,country_of_origin,shoe_model,fastener_type,occasion,variations_count,voucher_status,image_count,video_count,discount
13157105038,Berrybenka - Sepatu Sandal Tali Wanita Sofia Sully Strappy Eva Sandal,4.77,2657,199000.0,297006.79715212324,185,123.67845946107632,Berrybenka Official Shop,"[""Shopee"",""Women Shoes"",""Flat Sandals & Flip Flops"",""Flat Sandals""]",4.85,198,100.0,1.0,5 tahun lalu,0.0,5600,Unknown,336000000.0,Jabodetabek,Other,Other,Other,No,Other,Gladiator,Other,Other,8,0,10,1,139000.0
18662624214,ERVAKA OFFICIAL-GHYAZTAR SANDAL TALI,4.81,54,129000.0,192661.6397496807,60,689.2264508203818,ERVAKA OFFICIAL,"[""Shopee"",""Women Shoes"",""Flat Sandals & Flip Flops"",""Flat Sandals""]",4.8,68,99.89974657246856,1.0,21 bulan lalu,93477.04103701968,149,Unknown,11917020.0,Java,Flat,Synthetic,Open Toe,No,Indonesia,Other,Buckle,Other,10,0,7,0,49020.0
16349384477,Sandal Slop anak laki laki perempuan bahan eva berkualitas insole 18-22 cm - Sandal Mario Dino,4.91,11,98500.0,54217.8510400758,0,77.24610315941972,Yuan Store Id,"[""Shopee"",""Baby & Kids Fashion"",""Boy Shoes"",""Sandals""]",4.87,103,95.72045283808691,1.0,6 tahun lalu,0.0,19,Unknown,935750.0,Unknown,Other,Other,Other,No,Other,Other,Other,Other,10,0,8,1,49250.0
22636077877,gos PRO ATT CALVIN | WM12 Sandal Jepit Pria Terbaru Ringan Kuat Kekinian,4.6,5,89900.0,74411.7400526031,0,30.67207870086962,gos.store,"[""Shopee"",""Men Shoes"",""Sandals & Flip Flops"",""Flip Flops""]",4.81,719,91.94620574543951,1.0,5 tahun lalu,248685.3574283826,11,Unknown,603900.0,Unknown,Other,Other,Other,No,Other,Other,Other,Other,12,0,8,0,35000.0
22453804697,SANDAL JEPIT WANITA / SANDAL WEDGES WANITA / SANDAL WANITA 1402,4.95,41,53170.0,39295.79556973071,53,207.29046710230787,I2OFFICIAL.ID,"[""Shopee"",""Women Shoes"",""Wedges""]",4.78,186,98.45713129764216,1.0,4 tahun lalu,142706.45978227325,77,Unknown,3070606.0,Java,Other,Rubber/EVA/Phylon,Other,No,Other,Other,Other,Other,7,0,4,0,13292.0
13397884051,MIXUE SANDAL ANAK LET CROCK SIZE 24-29,4.78,59,40000.0,2000.0,0,260.23265929443414,Zam-ZamStore,"[""Shopee"",""Baby & Kids Fashion"",""Girl Shoes"",""Other Girl Shoes""]",4.85,260,96.27112676862716,1.0,6 tahun lalu,184582.8757977042,117,Unknown,3322800.0,Unknown,Other,Other,Other,No,Other,Other,Other,Other,11,0,8,1,11600.0
16924167929,ago DULUX 368D Sandal Jepit Anak Perempuan Model Batik kaca Sandal Anak Perempuan Sendal Cewek Kekinian,4.75,28,49900.0,2000.0,4,346.7876863033259,ago.baby,"[""Shopee"",""Baby & Kids Fashion"",""Girl Shoes"",""Sandals""]",4.82,526,90.06249361258233,1.0,3 tahun lalu,107073.38679118466,65,Unknown,1270750.0,Java,Other,Rubber/EVA/Phylon,Other,No,Other,Other,Other,Other,0,0,13,0,30350.0
3659108151,(7.7 Promo puncak Mega sale) sandal wedges Silang hitam,4.4,5,38500.0,2000.0,19810,0.0,Trendy Sohes,"[""Shopee"",""Women Shoes"",""Wedges""]",3.86,479,39.05404864959057,1.0,3 tahun lalu,0.0,11,Unknown,275275.0,Java,Other,Other,Other,No,Other,Other,Other,Other,9,0,8,0,13475.0
16197249324,sogo NEW ERA LB 12019 Sandal Wanita Slop Sandal Casual Wanita Size 37-40 Anti air Berkualitas,4.75,4,59900.0,2000.0,115,348.15501725113984,soGO.shoes,"[""Shopee"",""Women Shoes"",""Other Women Shoes""]",4.8,679,90.02123336757116,1.0,35 bulan lalu,198475.36741496,18,Unknown,484200.0,Java,Other,Other,Other,No,Other,Other,Other,Other,9,0,8,1,33000.0
18182418414,Carvil Sandal Pria Flavo-01 M,4.9,10,275000.0,320906.9020559099,1193,0.0,Carvil Official Shop,"[""Shopee"",""Men Shoes"",""Sandals & Flip Flops"",""Flip Flops""]",4.79,786,81.60454618454557,1.0,6 tahun lalu,264814.7676573004,22,Unknown,3569500.0,Jabodetabek,Other,Other,Other,No,Other,Other,Other,Other,8,0,10,0,112750.0
